Order,Family,Family_English_name,Scientific_name,English_name_AviList,Range,IUCN_Red_List_Category,Species_code_Cornell_Lab
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Anous albivitta,Grey Noddy,,LC,grynod1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Anous ceruleus,Blue Noddy,,LC,bugnod
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Onychoprion aleuticus,Aleutian Tern,"breeds North Pacific coasts from Sakhalin, Sea of Okhotsk, and Kamchatka (eastern Russia) eastward through Aleutian Islands and to southwestern Alaska; winters coastal Thailand and Philippines eastward to New Guinea and east-central Australia; migrates along w North Pacific coast via Japan southward toTaiwan",VU,aleter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Onychoprion fuscatus,Sooty Tern,,LC,sooter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Onychoprion lunatus,Spectacled Tern,breeds islets of tropical Pacific from Marianas and Samoa eastward to main Hawaiian Islands; ranges to northeastern Melanesia and far eastern Polynesia,LC,gybter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Onychoprion anaethetus,Bridled Tern,,LC,briter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula balaenarum,Damara Tern,breeds coastal Namibia to Cape Province; winters to northern Angola,LC,damter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula nereis,Fairy Tern,,VU,faiter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula albifrons,Little Tern,,LC,litter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula superciliaris,Yellow-billed Tern,breeds large rivers from northern Colombia eastward to Guianas and southward to northeastern Peru and east-central Argentina; non-breeders concentrate mainly on coast and estuaries,LC,yebter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula lorata,Peruvian Tern,breeds patchily on arid Humboldt Current coasts of central Ecuador southward to northern Chile; winters coastally in same region,EN,perter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula saundersi,Saunders's Tern,breeds Red Sea and Persian Gulf to islands between India and Sri Lanka; apparently winters mainly Seychelles to Maldives and Cocos (Keeling) Islands,LC,sauter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sternula antillarum,Least Tern,,LC,leater1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Phaetusa simplex,Large-billed Tern,widespread on rivers and lakes east of Andes to north-central Argentina,LC,labter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Hydroprogne caspia,Caspian Tern,"breeds patchily coastal Baltic Sea and inland southeast Europe to western Mongolia and Ussuriland (southeastern Russia) and northeastern China and southern Asian coasts; coastal and inland western and southern Africa; Europa (west of southern Madagascar, Mozambique Channel), coastal Madagascar and Aldabra group (southwestern Seychelles); coastal and inland northern and eastern Australia, coastal New Zealand (North, South and Stewart islands); inland Northwest Territories to northeastern Canada, in south to central California and Great Lakes; winters to coastal Africa, Red Sea, Persian Gulf, India, Thailand, Malay Peninsula, and Vietnam; eastern Pacific and Caribbean to Panama",LC,caster1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Gelochelidon macrotarsa,Australian Tern,breeds Australia (except arid areas); ranges to coastal southern New Guinea and Timor (eastern Lesser Sundas),LC,gubter3
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Gelochelidon nilotica,Gull-billed Tern,,LC,gubter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larosterna inca,Inca Tern,breeds islands off northern Peru to central Chile; ranges rarely northward to Ecuador,NT,incter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chlidonias hybrida,Whiskered Tern,,LC,whiter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chlidonias albostriatus,Black-fronted Tern,breeds braided riverbeds of South Island; ranges to coastal North and Stewart islands (New Zealand),EN,blfter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chlidonias leucopterus,White-winged Tern,"breeds inland south-central and eastern Europe eastward to north-central Siberia and northeastern China; winters Africa eastward to Philippines, Australia (except western deserts and Tasmania), and New Zealand",LC,whwter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chlidonias niger,Black Tern,,LC,blkter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus sandvicensis,Sandwich Tern,,LC,santer1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus elegans,Elegant Tern,"breeds islands off southwestern California and Baja California and Gulf of California (northwestern Mexico); post-breeding dispersal to coastal northern California, and wintering southward along Pacific coast to central Chile",NT,eleter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus bernsteini,Chinese Crested Tern,"breeds very locally islets off coastal eastern China and southwestern South Korea; winter range poorly known but mainly coastal southeastern China, Taiwan, northern Philippines, and coastal Seram (southern Moluccas); very rare",CR,chcter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus bergii,Greater Crested Tern,,LC,grcter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus maximus,Royal Tern,"breeds coastal southern California and Gulf of California to Sinaloa and Islas Tres Marias, and Atlantic from Virginia southward to Florida, Gulf of Mexico to s Texas, and Caribbean including peripheral islands southeastward to French Guiana, and disjunctly coastal southern Brazil, Uruguay, and east-central Argentina",NE,royter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus albididorsalis,West African Crested Tern,breeds coastal Mauritania to Guinea; winters to Morocco and Namibia,NE,royter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Thalasseus bengalensis,Lesser Crested Tern,,LC,lecter2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna aurantia,River Tern,"rivers of Indus Valley (Pakistan), sub-Himalayan India, northwestern and central Myanmar, southwestern China, and southeastern Cambodia (formerly also southern Vietnam)",VU,rivter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna forsteri,Forster's Tern,"breeds inland central Alberta eastward to central Manitoba (south-central Canada) patchily southward to northern Baja California (northwestern Mexico), Colorado, and the Great Lakes, also North Atlantic coast from New Jersey to North Carolina, and Gulf coast southward to northern Tamaulipas (northeastern Mexico); winters to Gulf coast, Bahamas, Cuba, and southern Mexico",LC,forter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna trudeaui,Snowy-crowned Tern,coastal lagoons and marshes of coastal Aconcagua to Llanquihue provinces (central Chile) and southeastern Brazil and Uruguay to inland east-central Argentina,LC,truter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna paradisaea,Arctic Tern,"breeds circumpolarly, Arctic coasts and inland, from Greenland, Iceland, and British Isles eastward to Kamchatka (eastern Russia), through Aleutian Islands, Alaska mainland through Arctic and subarctic Canada to southeastern Canada; winters subantarctic and Antarctic Ocean to edge of pack-ice",LC,arcter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna hirundinacea,South American Tern,coasts and islands of southern South America and Falkland Islands,LC,soater1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna vittata,Antarctic Tern,,LC,antter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna virgata,Kerguelen Tern,,NT,kerter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna hirundo,Common Tern,,LC,comter
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna repressa,White-cheeked Tern,"coastal Kenya to Persian Gulf, Red Sea, and coastal Pakistan",LC,whcter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna sumatrana,Black-naped Tern,,LC,blnter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna dougallii,Roseate Tern,,LC,roster
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna striata,White-fronted Tern,"breeds coastal New Zealand, including Chatham and Auckland islands, also Furneaux group in Bass Strait; winters to southeastern Australia including Tasmania",NT,whfter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Sterna acuticauda,Black-bellied Tern,"inland Indus Valley (Pakistan), sub-Himalayan India and Irrawaddy River (central Myanmar); formerly to southern China and Vietnam",EN,blbter1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Creagrus furcatus,Swallow-tailed Gull,breeds Galapagos and Malpelo Island (far west of Colombia); winters to Humboldt Current off Ecuador to northern Chile,LC,swtgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Hydrocoloeus minutus,Little Gull,"breeds Baltic region eastward to Sea of Okhotsk and southward to northern Kazakhstan and northeastern China, also rarely Great Lakes, Hudson and James bays (east-central Canada); winters North Atlantic coasts and North, Mediterranean, Baltic, Black, and Caspian seas",LC,litgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Rhodostethia rosea,Ross's Gull,"breeds western and eastern Greenland (rare), Arctic northeastern Siberia, locally from Taimyr Peninsula to Kolyma River, Arctic northeastern Canada and formerly Churchill, Manitoba (west-central Hudson Bay, east-central Canada); winters Arctic Ocean, in Beaufort (north of Alaska) and Labrador seas (at least)",LC,rosgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Rissa brevirostris,Red-legged Kittiwake,"breeds Commander Islands (southeastern Russia), Aleutian, and Pribilof islands, and St. Matthew Island (northern Bering Sea); winters Bering Sea to ice-edge and south of Aleutian Islands",VU,relkit
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Rissa tridactyla,Black-legged Kittiwake,,VU,bklkit
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Xema sabini,Sabine's Gull,"breeds patchily on Arctic coasts of Greenland, Svalbard, and Siberia eastward to Chukotka Peninsula, St. Lawrence Island, western and northern Alaska, and Arctic Canada; winters coastal and offshore waters of northern South America to northern Chile and western Africa from Angola to southern Africa",LC,sabgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Pagophila eburnea,Ivory Gull,"breeds high Arctic islands from Greenland, Svalbard, Franz Josef Land eastward to Herald Island (northeastern Russia) and northern Canada; winters Arctic Ocean pack-ice edge to southeastern Labrador, Greenland, and Bering seas",NT,ivogul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Saundersilarus saundersi,Saunders's Gull,breeds Yellow Sea coasts from Liaoning to Jiangsu (eastern China) and Songdo (northwestern South Korea); winters coasts of East China Sea from Japan and Korean Peninsula to northern Vietnam,VU,saugul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus genei,Slender-billed Gull,"breeds patchily on coasts and saline lakes from southern Iberian Peninsula to Central Asia, Pakistan, and coastal far northwestern India, also Mauritania and Senegambia; winters to coasts of Arabian Peninsula and western India",LC,slbgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus philadelphia,Bonaparte's Gull,"breeds boreal forest zone from southwestern Alaska mainland across Canada to eastern Quebec (southeastern Canada); winters eastern North Pacific coast southward to west-central Mexico, inland southeastern USA, western North Atlantic coast and offshore Gulf Stream southward to the Bahamas and Cuba",LC,bongul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus ridibundus,Black-headed Gull,"breeds southern Greenland, Iceland, and western Europe eastward across Russia to Yakutsk region (eastern Russia), southward through Caspian Seato northeastern China, also west-central Newfoundland (southeastern Canada); winters to Africa, southern Asia, and eastern North America",LC,bkhgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus brunnicephalus,Brown-headed Gull,"breeds inland Tibetan Plateau of Tajikistan, Xinjiang (western China), Ladakh (far northwestern India), and Tibet; winters inland and coastal Indian Subcontinent, southwestern China, and western southeast Asia",LC,bnhgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus hartlaubii,Hartlaub's Gull,coastal southwestern Namibia to southwestern South Africa,LC,hargul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus cirrocephalus,Grey-headed Gull,,LC,grhgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus maculipennis,Brown-hooded Gull,"breeds inland and coastal southeastern Brazil, central Chile and Argentina southward through Tierra del Fuego, and Falkland Islands; some winter coastally farther north",LC,brhgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus serranus,Andean Gull,breeds Andean lakes of far southwestern Colombia to south-central Chile and southwestern Argentina; some non-breeders move to adjacent Pacific coast,LC,andgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus bulleri,Black-billed Gull,breeds mostly gravel riverbeds in South Island (New Zealand); winters to varied habitats of southern North Island,NT,blbgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Chroicocephalus novaehollandiae,Silver Gull,,LC,silgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Leucophaeus scoresbii,Dolphin Gull,"breeds coasts of southern Chile, Argentina, and Falkland Islands; some move north on coasts",LC,dolgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Leucophaeus modestus,Grey Gull,breeds inland nitrate desert of Chile and at least formerly Peru; ranges to coastal Ecuador,LC,grygul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Leucophaeus atricilla,Laughing Gull,,LC,laugul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Leucophaeus pipixcan,Franklin's Gull,"breeds prairie marshes of western and northern Alberta eastward to southwestern Manitoba, and southward from east-central Oregon to northwestern Minnesota; winters coasts from Ecuador (including Galapagos) to central Chile",LC,fragul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Leucophaeus fuliginosus,Lava Gull,Galapagos coasts,VU,lavgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus ichthyaetus,Pallas's Gull,"breeds patchily on lake islands from Crimea eastward through Kazakhstan and Mongolia to Gansu, Qinghai, and Inner Mongolia (west-central China); winters to coasts, landlocked seas, and rivers from Black Sea eastward across Bay of Bengal to Bangladesh and south-central Myanmar",LC,gbhgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus relictus,Relict Gull,"breeds lakes of northeastern Kazakhstan eastward to Transbaikalia (southeastern Russia) and Inner Mongolia (northeastern China); winters coasts of Korean Peninsula, Bohai Bay, Yellow Sea, and East China Sea",VU,relgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus audouinii,Audouin's Gull,breeds coastal southern Portugal and Spain through Mediterranean and associated seas eastward to Cyprus and southern Türkiye; winters southward to coast of Gambia,VU,audgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus melanocephalus,Mediterranean Gull,"breeds inland southern Britain and eastern Spain eastward to southwestern Russia, Ukraine, and Azerbaijan; winters coasts southern Ireland to west-central Africa, Black Sea, and Mediterranean and associated seas",LC,medgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus leucophthalmus,White-eyed Gull,breeds islands of Red Sea and associated gulfs; winters through Red Sea and nearby coasts,LC,whegul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Ichthyaetus hemprichii,Sooty Gull,"breeds islands of Red Sea, Gulf of Aden, Socotra, southward to northern Kenya and eastward to southern Pakistan; winters to central Tanzania including Zanzibar",LC,soogul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus pacificus,Pacific Gull,,LC,pacgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus belcheri,Belcher's Gull,western coast and islets of Humboldt Current of northern Peru to northern Chile; disperses to northern Ecuador and central Chile,LC,belgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus crassirostris,Black-tailed Gull,"breeds coasts and islets of eastern Siberia to Kuril Islands (southeastern Russia), Hokkaido and Honshu (northern and central Japan), Korean Peninsula, eastern China, and Matsu Island (off Taiwan); winters to southward, some reaching southern Vietnam and Philippines",LC,bktgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus atlanticus,Olrog's Gull,breeds coastal southern Buenos Aires and Chubut provinces (east-central Argentina); some winter to coasts of southeastern Brazil,NT,olrgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus heermanni,Heermann's Gull,coastal western Mexico; winters British Columbia to Guatemala,NT,heegul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus delawarensis,Ring-billed Gull,"breeds inland British Columbia eastward to Labrador and Newfoundland (eastern Canada), Pacific Northwest states, and Great Lakes (northern USA); winters to coastal and inland southern USA, southern Mexico, Bahamas, and Greater Antilles",LC,ribgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus brachyrhynchus,Short-billed Gull,breeds Alaska mainland eastward to northwestern Alberta and southward to southwestern British Columbia (southwestern Canada); winters Pacific coast from southern British Columbia southward to northwestern Baja California (northwestern Mexico),NE,mewgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus canus,Common Gull,,NE,mewgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus livens,Yellow-footed Gull,"breeds islets in Gulf of California, from Roca Consag to La Paz Bay; winters to Salton Sea (southern California) and throughout Gulf of California (northwestern Mexico)",LC,yefgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus occidentalis,Western Gull,,LC,wesgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus cachinnans,Caspian Gull,"breeds inland southern Poland and Hungary eastward through Black, Caspian, and Aral seas to eastern Kazakhstan; winters southeastern Europe, Black Sea, eastern Mediterranean, Persian Gulf, and northern Arabian Sea",LC,casgul2
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus dominicanus,Kelp Gull,,LC,kelgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus smithsonianus,American Herring Gull,"breeds northern and western Alaska eastward across subarctic Canada to Baffin Island and Newfoundland, southward on Pacific coast to southern British Columbia, eastward to inland northeastern USA and Atlantic coast southward to North Carolina; winters from Aleutian Islands southward on Pacific coast to Nayarit (western Mexico), Gulf coast, and inland to Honduras and northern Caribbean",NE,amhgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus vegae,Vega Gull,"breeds Arctic central and eastern Siberia from Taymyr eastward to Chukotka, New Siberian Islands, and St. Lawrence Island (Bering Sea); winters mostly to rocky coasts of Japan, Korean Peninsula, and eastern China",NE,veggul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus mongolicus,Mongolian Gull,"breeds Altai Republic to Lake Baikal (south-central Russia) and Mongolia, Lake Khanka (Heilongjiang, northeastern China), and Yellow Sea islands (western Korean Peninsula); winters mostly to coastal wetlands of Japan, Korean Peninsula, eastern China, and Taiwan",NE,casgul4
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus argentatus,European Herring Gull,,LC,euhgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus michahellis,Yellow-legged Gull,,LC,yelgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus armenicus,Armenian Gull,"breeds lakes of Caucasus to eastern Türkiye and northwestern Iran; winters to eastern Mediterranean, southern Black and Caspian seas, and Persian Gulf",LC,armgul1
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus marinus,Great Black-backed Gull,"breeds North Atlantic coasts, from southern Greenland and Iceland to Svalbard and Baltic states, and coastal and inland northeastern Canada to Great Lakes and Atlantic coast southward to New Jersey; winters to coastal southwestern Europe and coastal Florida",LC,gbbgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus hyperboreus,Glaucous Gull,,LC,glagul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus fuscus,Lesser Black-backed Gull,,LC,lbbgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus californicus,California Gull,,LC,calgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus glaucescens,Glaucous-winged Gull,"breeds coastal North Pacific from eastern Siberia, Kamchatka, Kuril and Commander islands (eastern Russia) eastward through Aleutian and Pribilof islands, and southwestern Alaska to northern Washington; winters to Japan and northwestern Mexico",LC,glwgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus schistisagus,Slaty-backed Gull,"breeds coasts and lakes of northeastern Siberia including Kamchatka southward to Kuril Islands (eastern Russia), and eastward to Hokkaido and northern Honshu (northern Japan); winters to coasts of Japan, Korean Peninsula, Bohai Sea (northeastern China), and Taiwan; prone to extreme vagrancy",LC,slbgul
Charadriiformes,Laridae,"Skimmers, Noddies, Terns, and Gulls",Larus glaucoides,Iceland Gull,,LC,y00478
Eurypygiformes,Eurypygidae,Sunbittern,Eurypyga helias,Sunbittern,,LC,sunbit1
Eurypygiformes,Rhynochetidae,Kagu,Rhynochetos jubatus,Kagu,patchily in montane forest of Grande Terre (New Caledonia),EN,kagu1
Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon aethereus,Red-billed Tropicbird,,LC,rebtro
Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon rubricauda,Red-tailed Tropicbird,,LC,rettro
Phaethontiformes,Phaethontidae,Tropicbirds,Phaethon lepturus,White-tailed Tropicbird,,LC,whttro
Gaviiformes,Gaviidae,Loons,Gavia stellata,Red-throated Loon,"breeds across the northern Holarctic region; winters coastally in the north Pacific Ocean from the Kamchatka Peninsula to the Yellow Sea, and from southern Alaska to northwestern Mexico; and in the northern Atlantic Ocean from the Maritime Provinces (Canada) to the southeastern USA, from Scandinavia south to the Mediterranean, and the Black and Caspian seas",LC,retloo
Gaviiformes,Gaviidae,Loons,Gavia immer,Common Loon,"breeds in southern Greenland, Iceland, and northern North America southward to northern tier of US states; winters from Iceland and Scandinavia southward to the Iberian Peninsula and from southern Alaska and the Maritime Provinces (Canada) southward to northern Mexico",LC,comloo
Gaviiformes,Gaviidae,Loons,Gavia adamsii,Yellow-billed Loon,"breeds Arctic northwestern Russia from Novaya Zemlya eastward to Chukotka Peninsula, through northern Alaska and northern Canada to Nunavut (east-central Canada); winters to northern Norway, Japan and Korean Peninsula, and coastal British Columbia (southwestern Canada); prone to extreme vagrancy",NT,yebloo
Gaviiformes,Gaviidae,Loons,Gavia pacifica,Pacific Loon,breeds coastal eastern Siberia and northern North America eastward through northern Canada to Baffin Island and James Bay (eastern Canada); winters to Japan and southern Baja California,LC,pacloo
Gaviiformes,Gaviidae,Loons,Gavia arctica,Black-throated Loon,,LC,arcloo
Sphenisciformes,Spheniscidae,Penguins,Aptenodytes patagonicus,King Penguin,"breeds on beaches of subantarctic islands, in Tierra del Fuego, Falkland Islands, South Georgia, South Sandwich Islands, Prince Edward, Crozet, Kerguelen, and Heard islands, and Macquarie Island (southeast of Australia); disperses widely at sea mostly around Antarctic Convergence",LC,kinpen1
Sphenisciformes,Spheniscidae,Penguins,Aptenodytes forsteri,Emperor Penguin,"breeds in scattered colonies on Antarctic continent edge and up to 200 km from open sea; ranges Antarctic seas to edge of ice pack and beyond, juveniles dispersing most widely",NT,emppen1
Sphenisciformes,Spheniscidae,Penguins,Pygoscelis adeliae,Adelie Penguin,breeds circumpolarly along coastline of Antarctica and associated islands; winters near edge of ice pack,LC,adepen1
Sphenisciformes,Spheniscidae,Penguins,Pygoscelis papua,Gentoo Penguin,,LC,genpen1
Sphenisciformes,Spheniscidae,Penguins,Pygoscelis antarcticus,Chinstrap Penguin,"breeds on Antarctic Peninsula and associated islands, including Balleny Island (eastern Antarctica); winters mostly south of Antarctic Convergence, to southern South America and subantarctic islands",LC,chipen2
Sphenisciformes,Spheniscidae,Penguins,Eudyptula minor,Little Penguin,,LC,litpen1
Sphenisciformes,Spheniscidae,Penguins,Spheniscus demersus,African Penguin,breeds coastal southern Namibia and southern South Africa; ranges to central Namibia and southeastern Africa,CR,jacpen1
Sphenisciformes,Spheniscidae,Penguins,Spheniscus humboldti,Humboldt Penguin,Humboldt Current region of coastal northern Peru to central Chile,VU,humpen1
Sphenisciformes,Spheniscidae,Penguins,Spheniscus mendiculus,Galapagos Penguin,coastal western Galapagos (Fernandina and Isabela),EN,galpen1
Sphenisciformes,Spheniscidae,Penguins,Spheniscus magellanicus,Magellanic Penguin,breeds coastal central Chile and central Argentina to Cape Horn and Falkland Islands; winters to southeastern Brazil,LC,magpen1
Sphenisciformes,Spheniscidae,Penguins,Megadyptes antipodes,Yellow-eyed Penguin,"very local on coasts of South (where now very rare), Stewart and satellites, Auckland, and Campbell islands (New Zealand)",EN,yeepen1
Sphenisciformes,Spheniscidae,Penguins,Eudyptes pachyrhynchus,Fiordland Penguin,"breeds inland in forests of southwestern South Island, western and southern Stewart Island, and satellites (New Zealand); winters to seas south of Australia",NT,fiopen1
Sphenisciformes,Spheniscidae,Penguins,Eudyptes sclateri,Erect-crested Penguin,breeds among rocks of Bounty and Antipodes islands (New Zealand); winters to waters of eastern South Island,EN,bicpen1
Sphenisciformes,Spheniscidae,Penguins,Eudyptes chrysolophus,Macaroni Penguin,subantarctic islands in South Atlantic Ocean and southern Indian Ocean,VU,macpen1
Sphenisciformes,Spheniscidae,Penguins,Eudyptes schlegeli,Royal Penguin,"breeds on coastal slopes of Macquarie and nearby Bishop and Clerk islands (southeast of Australia); winters mostly near colonies, with juveniles ranging farther",LC,roypen1
Sphenisciformes,Spheniscidae,Penguins,Eudyptes chrysocome,Western Rockhopper Penguin,breeds far southern Chilean islands of Magallanes Province to Cape Horn Archipelago and Falkland Islands; winters northward along Patagonian coast,NE,rocpen2
Sphenisciformes,Spheniscidae,Penguins,Eudyptes filholi,Eastern Rockhopper Penguin,"breeds coastally on Prince Edward, Crozet, Kerguelen, Heard (southern Indian Ocean), Macquarie (southeast of Australia), and Auckland, Campbell, and Antipodes islands (New Zealand)",NE,rocpen3
Sphenisciformes,Spheniscidae,Penguins,Eudyptes moseleyi,Northern Rockhopper Penguin,"breeds among coastal rocks and tussocks of Tristan da Cunha group and Gough (South Atlantic), and St. Paul and Amsterdam islands (South Indian Ocean)",EN,rocpen4
Sphenisciformes,Spheniscidae,Penguins,Eudyptes robustus,Snares Penguin,"breeds coastal forest of Snares Islands; disperses westward to waters off southeastern Australia, and northward off New Zealand",VU,snapen1
Procellariiformes,Diomedeidae,Albatrosses,Phoebastria irrorata,Waved Albatross,breeds Española (Galapagos) and Isla La Plata off Ecuador; ranges to coastal waters of Ecuador and northern Peru,CR,wavalb
Procellariiformes,Diomedeidae,Albatrosses,Phoebastria immutabilis,Laysan Albatross,breeds western Hawaiian and Revillagigedo islands; ranges North Pacific,NT,layalb
Procellariiformes,Diomedeidae,Albatrosses,Phoebastria nigripes,Black-footed Albatross,"breeds western Hawaiian Islands, and Izu, Bonin, and southern Ryukyu islands (southern Japan); ranges North Pacific from Bering Sea to Tropic of Cancer",NT,bkfalb
