sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Calomys_boliviae,Bolivian Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_callidus,Crafty Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_callosus,Large Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_cerqueirai,Cerqueira's Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Calomys_chinchilico,Coastal Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Calomys_expulsus,Rejected Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_fecundus,Fecund Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_frida,Long-tailed Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Calomys_hummelincki,Hummelinck's Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_laucha,Small Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_lepidus,Andean Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_mattevii,Mattevi's Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Calomys_miurus,Short-tailed Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Calomys_musculinus,Drylands Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_sorella,Peruvian Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC (as Calomys sorellus),
Calomys_tener,Delicate Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_tocantinsi,Tocantins Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Calomys_venustus,Córdoba Vesper Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Eligmodontia_bolsonensis,Bolson Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Eligmodontia_dunaris,Dune Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Eligmodontia_hirtipes,Hairy-footed Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Eligmodontia_moreni,Monte Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Eligmodontia_morgani,Morgan's Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Eligmodontia_puerulus,Andean Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Eligmodontia_typus,Lowland Gerbil Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Galenomys_garleppii,Garlepp's Mouse,Rodentia,Cricetidae,South America,Neotropic,DD (as Galenomys garleppi),
Graomys_chacoensis,Chaco Pericote,Rodentia,Cricetidae,South America,Neotropic,DD,
Graomys_domorum,Pale Pericote,Rodentia,Cricetidae,South America,Neotropic,LC,
Graomys_edithae,Otro Cerro Pericote,Rodentia,Cricetidae,South America,Neotropic,DD,
Graomys_griseoflavus,Common Pericote,Rodentia,Cricetidae,South America,Neotropic,LC,
Loxodontomys_micropus,Southern Big-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_alisosiensis,Los Alisos Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Phyllotis_amicus,Friendly Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_andium,Andean Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_anitae,Anita's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Phyllotis_bonariensis,Bonarian Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NT,
Phyllotis_camiari,Camiari Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_caprinus,Capricorn Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_darwinii,Darwin's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC (as Phyllotis darwini),
Phyllotis_definitus,Ancash Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,EN,
Phyllotis_gerbillus,Peruvian Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_haggardi,Haggard's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_limatus,Lima Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_magister,Master Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_nogalaris,Walnut Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_occidens,Western Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_osgoodi,Osgood's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Phyllotis_osilae,Bunch Grass Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Phyllotis_pearsoni,Pearson's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_pehuenche,Pehuenche Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_stenops,Narrow-nasal Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_tucumanus,Tucuman Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_vaccarum,Punta de Vacas Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phyllotis_xanthopygus,Yellow-rumped Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Salinomys_delicatus,Delicate Salt Flat Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Tapecomys_primus,Tapecua Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Tapecomys_wolffsohni,Wolffsohn's Leaf-eared Mouse,Rodentia,Cricetidae,South America,Neotropic,LC (as Phyllotis wolffsohni),
Reithrodon_auritus,Hairy-soled Conyrat,Rodentia,Cricetidae,South America,Neotropic,LC,
Reithrodon_caurinus,Northwestern Conyrat,Rodentia,Cricetidae,South America,Neotropic,NE,
Reithrodon_typicus,Naked-soled Conyrat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhagomys_jequitiba,Jequitibá Arboreal Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhagomys_longilingua,Long-tongued Arboreal Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhagomys_rufescens,Brazilian Arboreal Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Rhagomys_septentrionalis,Northern Arboreal Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Sigmodon_alleni,Allen's Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,VU,
Sigmodon_alstoni,Groove-toothed Cotton Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Sigmodon_arizonae,Arizona Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,LC,
Sigmodon_fulviventer,Tawny-bellied Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,LC,
Sigmodon_hirsutus,Burmeister's Cotton Rat,Rodentia,Cricetidae,North America|South America,Nearctic|Neotropic,LC,
Sigmodon_hispidus,Hispid Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,LC,
Sigmodon_inopinatus,Ecuadorean Cotton Rat,Rodentia,Cricetidae,South America,Neotropic,VU,
Sigmodon_leucotis,White-eared Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,LC,
Sigmodon_mascotensis,West Mexican Cotton Rat,Rodentia,Cricetidae,North America,Neotropic,LC,
Sigmodon_ochrognathus,Yellow-nosed Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,LC,
Sigmodon_peruanus,Peruvian Cotton Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Sigmodon_planifrons,Miahuatlan Cotton Rat,Rodentia,Cricetidae,North America,Nearctic,NE,
Sigmodon_toltecus,Toltec Cotton Rat,Rodentia,Cricetidae,North America,Neotropic|Nearctic,LC,
Sigmodon_zanjonensis,Montane Cotton Rat,Rodentia,Cricetidae,North America,Nearctic|Neotropic,NE,
Aepeomys_lugens,Merida Montane Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Aepeomys_reigi,Reig's Montane Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Chilomys_carapazi,Carapaz's Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Chilomys_fumeus,Smoky Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Chilomys_georgeledecii,Ledeci's Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Chilomys_instans,Colombian Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Chilomys_neisi,Neisi Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Chilomys_percequilloi,Percequillo's Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Chilomys_weksleri,Weksler's Forest Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_albujai,Albuja's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_austrinus,Southern Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_bezerrensis,Bezerros Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_caracolensis,Caracol Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_cariri,Cariri Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_caucensis,Lesser Colombian Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_couesi,Coues's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_emiliae,Snethlage's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_fulviventer,Tawny-bellied Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_gardneri,Gardner's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_ipukensis,Ipuca Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_itoan,Sky Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_latimanus,Broad-footed Climbing Rat,Rodentia,Cricetidae,North America|South America,Neotropic,LC,
Rhipidomys_leucodactylus,White-footed Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_macconnelli,McConnell's Tepui Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_macrurus,Cerrado Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_mastacalis,Long-tailed Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_modicus,Lesser Peruvian Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_nitela,Splendid Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_ochoagrateroli,Ochoa-Graterol's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_ochrogaster,Yellow-bellied Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_similis,Greater Colombian Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_tenuicauda,Turimiquire Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Rhipidomys_tribei,Tribe's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,DD,
Rhipidomys_venezuelae,Venezuelan Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_venustus,Charming Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_wetzeli,Wetzel's Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Rhipidomys_ybyrae,Ybyra Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_andersoni,Anderson's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_antoniobracki,Antonio Brack's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_apeco,Apeco Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_aureus,Golden Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_auricularis,Red Andean Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_australis,Austral Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_baeops,Short-faced Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_bombycinus,Silky Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_burneoi,Burneo's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_caudivarius,White-tipped Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_cinereiventer,Ashy-bellied Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_cinereus,Ash-colored Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_cinnameus,Cinnamon-colored Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_contradictus,Central Andes Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_daphne,Daphne's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_dispar,Colombian Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_eleusis,Peruvian Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_emeritus,Venezuelan Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_erro,Wandering Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_fumeus,Smoky Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_gracilis,Slender Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NT,
Thomasomys_hudsoni,Hudson's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_hylophilus,Woodland Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_igor,Igor's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_incanus,Inca Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_ischyrus,Long-tailed Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_kalinowskii,Kalinowski's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_ladewi,Ladew's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_laniger,Soft-furred Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_lojapiuranus,Piura Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_macrotis,Large-eared Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_monochromos,Unicolored Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_nicefori,Niceforo Maria's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_niveipes,Snow-footed Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_notatus,Distinguished Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_onkiro,Ashaninka Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_oreas,Montane Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_otavalo,Otavalo's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_pagaibambensis,Pagaibamba Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_paramorum,Paramo Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_pardignasi,Pardiñas's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_popayanus,Popayan Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_praetor,Cajamarca Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NT,
Thomasomys_princeps,Principal Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_pyrrhonotus,Reddish-backed Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Thomasomys_rosalinda,Reddish-nosed Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,EN,
Thomasomys_salazari,Salazar's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_shallqukucha,Shallqa Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Thomasomys_silvestris,Forest Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_taczanowskii,Taczanowski's Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Thomasomys_ucucha,Ucucha Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,VU,
Thomasomys_vestitus,Dressy Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,NT,
Thomasomys_vulcani,Pichincha Oldfield Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Juliomys_ossitenuis,Delicate Red-nosed Tree Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Juliomys_pictipes,Small Red-nosed Tree Mouse,Rodentia,Cricetidae,South America,Neotropic,LC,
Juliomys_rimofrons,Montane Red-rumped Tree Mouse,Rodentia,Cricetidae,South America,Neotropic,NT,
Juliomys_ximenezi,Araucaria Forest Tree Mouse,Rodentia,Cricetidae,South America,Neotropic,NE,
Phaenomys_ferrugineus,Rio de Janeiro Arboreal Rat,Rodentia,Cricetidae,South America,Neotropic,EN,
Wiedomys_cerradensis,Cerrado Red-nosed Mouse,Rodentia,Cricetidae,South America,Neotropic,DD,
Wiedomys_pyrrhorinos,Common Red-nosed Mouse,Rodentia,Cricetidae,South America,Neotropic,LC (as Wiedomys pyrrhorhinos),
Wilfredomys_oenax,Red-nosed Tree Mouse,Rodentia,Cricetidae,South America,Neotropic,EN,
Nyctomys_sumichrasti,Sumichrast's Vesper Rat,Rodentia,Cricetidae,North America,Neotropic|Nearctic,LC,
Otonyctomys_hatti,Yucatán Vesper Rat,Rodentia,Cricetidae,North America,Neotropic|Nearctic,LC,
Ototylomys_chiapensis,La Pera Climbing Rat,Rodentia,Cricetidae,North America,Nearctic,NE,
Ototylomys_phyllotis,Big-eared Climbing Rat,Rodentia,Cricetidae,North America,Neotropic|Nearctic,LC,
Tylomys_bullaris,Chiapan Climbing Rat,Rodentia,Cricetidae,North America,Nearctic|Neotropic,CR,
Tylomys_fulviventer,Fulvous-bellied Climbing Rat,Rodentia,Cricetidae,North America,Neotropic,DD,
Tylomys_mirae,Mira Climbing Rat,Rodentia,Cricetidae,South America,Neotropic,LC,
Tylomys_nudicaudus,Peters's Climbing Rat,Rodentia,Cricetidae,North America,Neotropic|Nearctic,LC,
Tylomys_panamensis,Panama Climbing Rat,Rodentia,Cricetidae,North America,Neotropic,DD,
Tylomys_tumbalensis,Tumbala Climbing Rat,Rodentia,Cricetidae,North America,Nearctic|Neotropic,CR,
Tylomys_watsoni,Watson's Climbing Rat,Rodentia,Cricetidae,North America,Neotropic,LC,
Acomys_cahirinus,Northeast African Spiny Mouse,Rodentia,Muridae,Africa|Asia|Europe,Afrotropic|Palearctic,LC,
Acomys_chudeaui,Chudeau's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic|Palearctic,NE,
Acomys_cineraceus,Gray Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_dimidiatus,Arabian Spiny Mouse,Rodentia,Muridae,Asia,Afrotropic|Palearctic,LC,
Acomys_ignitus,Fiery Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_johannis,John's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_kempi,Kemp's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_louisae,Louise's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_mullah,Mullah Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_muzei,Muze Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_ngurui,Nguru Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_percivali,Percival's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_russatus,Golden Spiny Mouse,Rodentia,Muridae,Africa|Asia,Afrotropic|Palearctic,LC,
Acomys_selousi,Selous's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_seurati,Seurat's Spiny Mouse,Rodentia,Muridae,Africa,Palearctic,LC,
Acomys_spinosissimus,Southern African Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_subspinosus,Cape Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Acomys_wilsoni,Wilson's Spiny Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Deomys_ferrugineus,Congo Forest Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_angolensis,Angolan Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_ansorgei,Ansorge's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_aquilus,Dark-colored Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_brevicaudus,Short-tailed Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NT,
Lophuromys_brunneus,Ethiopian Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_chercherensis,Mount Chercher Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,EN,
Lophuromys_chrysopus,Ethiopian Forest Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_cinereus,Gray Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_dieterleni,Mount Oku Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,EN,
Lophuromys_dudui,Dudu's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_eisentrauti,Mount Lefo Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,CR,
Lophuromys_flavopunctatus,Buff-spotted Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_huttereri,Hutterer's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_kilonzoi,Kilonzo's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_laticeps,Albertine Rift Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_luteogaster,Buff-bellied Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_machangui,Machangu's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_makundii,Makundi's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_margarettae,Margaret's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_medicaudatus,Western Rift Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,VU,
Lophuromys_melanonyx,Black-clawed Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,VU,
Lophuromys_menageshae,North Western Rift Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_nudicaudus,Naked-tailed Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_pseudosikapusi,Sheko Forest Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,EN,
Lophuromys_rahmi,Rahm's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NT,
Lophuromys_rita,Congolese Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_roseveari,Mount Cameroon Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_sabunii,Sabuni's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_sikapusi,Western Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_simensis,Simien Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_stanleyi,Rwenzori Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophuromys_verhageni,Verhagen's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Lophuromys_woosnami,Woosnam's Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Lophuromys_zena,Zena Brush-furred Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Uranomys_ruddi,Rudd's Bristle-furred Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Ammodillus_imbellis,Ammodile,Rodentia,Muridae,Africa,Afrotropic,DD,
Desmodilliscus_braueri,Pouched Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Pachyuromys_duprasi,Fat-tailed Jird,Rodentia,Muridae,Africa,Palearctic,LC,
Brachiones_przewalskii,Przewalski's Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Gerbillus_acticola,Berbera Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_agag,Agag Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_amoenus,Pleasant Gerbil,Rodentia,Muridae,Africa,Afrotropic|Palearctic,LC,
Gerbillus_andersoni,Anderson's Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic,LC,
Gerbillus_aquilus,Swarthy Gerbil,Rodentia,Muridae,Asia,Palearctic,LC,
Gerbillus_bottai,Botta's Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_brockmani,Brockman's Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_burtoni,Burton's Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_campestris,North African Gerbil,Rodentia,Muridae,Africa,Palearctic|Afrotropic,LC,
Gerbillus_cheesmani,Cheesman's Gerbil,Rodentia,Muridae,Asia,Palearctic|Afrotropic,LC,
Gerbillus_dasyurus,Wagner's Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Gerbillus_dunni,Dunn's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_famulus,Black-tufted Gerbil,Rodentia,Muridae,Asia,Afrotropic,LC,
Gerbillus_floweri,Flower's Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic,LC,
Gerbillus_garamantis,Algerian Gerbil,Rodentia,Muridae,Africa,Palearctic|Afrotropic,NE,
Gerbillus_gerbillus,Lesser Egyptian Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Gerbillus_gleadowi,Indian Hairy-footed Gerbil,Rodentia,Muridae,Asia,Palearctic,LC,
Gerbillus_grobbeni,Grobben's Gerbil,Rodentia,Muridae,Africa,Palearctic,DD,
