sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Gerbillus_harwoodi,Harwood's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_henleyi,Pygmy Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Gerbillus_hesperinus,Moroccan Gerbil,Rodentia,Muridae,Africa,Palearctic,EN,
Gerbillus_hoogstraali,Hoogstraal's Gerbil,Rodentia,Muridae,Africa,Palearctic,VU,
Gerbillus_jamesi,James's Gerbil,Rodentia,Muridae,Africa,Palearctic,DD,
Gerbillus_latastei,Lataste's Gerbil,Rodentia,Muridae,Africa,Palearctic,DD,
Gerbillus_lowei,Lowe's Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_mackilligini,Mackilligin's Gerbil,Rodentia,Muridae,Africa,Afrotropic|Palearctic,LC,
Gerbillus_maghrebi,Greater Short-tailed Gerbil,Rodentia,Muridae,Africa,Palearctic,LC,
Gerbillus_mauritaniae,Mauritanian Gerbil,Rodentia,Muridae,Africa,Afrotropic,NE,
Gerbillus_mesopotamiae,Mesopotamian Gerbil,Rodentia,Muridae,Asia,Palearctic,LC,
Gerbillus_muriculus,Darfur Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_nancillus,Sudan Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_nanus,Balochistan Gerbil,Rodentia,Muridae,Asia,Afrotropic|Palearctic,LC,
Gerbillus_nigeriae,Nigerian Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_occiduus,Occidental Gerbil,Rodentia,Muridae,Africa,Palearctic,DD,
Gerbillus_poecilops,Large Aden Gerbil,Rodentia,Muridae,Asia,Afrotropic,LC,
Gerbillus_principulus,Principal Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_pulvinatus,Rhoads's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_pusillus,Least Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_pyramidum,Greater Egyptian Gerbil,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Gerbillus_rosalinda,Rosalinda Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_rupicola,Rupicolous Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbillus_simoni,Lesser Short-tailed Gerbil,Rodentia,Muridae,Africa,Palearctic,LC,
Gerbillus_somalicus,Somalian Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_stigmonyx,Khartoum Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Gerbillus_syrticus,Sand Gerbil,Rodentia,Muridae,Africa,Palearctic,NE,
Gerbillus_tarabuli,Tarabul Gerbil,Rodentia,Muridae,Africa,Palearctic|Afrotropic,LC,
Gerbillus_vivax,Vivacious Gerbil,Rodentia,Muridae,Africa,Palearctic,NE,
Gerbillus_watersi,Waters's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Meriones_arimalius,Arabian Jird,Rodentia,Muridae,Asia,Afrotropic,LC,
Meriones_crassus,Sundevall's Jird,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Meriones_dahli,Dahl's Jird,Rodentia,Muridae,Europe,Palearctic,NE,
Meriones_grandis,Moroccan Jird,Rodentia,Muridae,Africa,Palearctic,LC,
Meriones_hurrianae,Indian Desert Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Meriones_libycus,Libyan Jird,Rodentia,Muridae,Africa|Asia,Palearctic,LC,
Meriones_meridianus,Central Midday Jird,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Meriones_penicilliger,Western Midday Jird,Rodentia,Muridae,Asia,Palearctic,NE,
Meriones_persicus,Persian Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Meriones_psammophilus,Eastern Midday Jird,Rodentia,Muridae,Asia,Palearctic,NE,
Meriones_rex,King Jird,Rodentia,Muridae,Asia,Afrotropic,LC,
Meriones_sacramenti,Buxton's Jird,Rodentia,Muridae,Asia,Palearctic,VU,
Meriones_shawii,Shaw's Jird,Rodentia,Muridae,Africa,Palearctic,LC (as Meriones shawi),
Meriones_tamariscinus,Tamarisk Jird,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Meriones_tristrami,Tristram's Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Meriones_unguiculatus,Mongolian Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Meriones_vinogradovi,Vinogradov's Jird,Rodentia,Muridae,Asia,Palearctic,LC,
Meriones_zarudnyi,Zarudny's Jird,Rodentia,Muridae,Asia,Palearctic,DD,
Microdillus_peeli,Somali Pygmy Gerbil,Rodentia,Muridae,Africa,Afrotropic,DD,
Psammomys_obesus,Fat Sand Rat,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Psammomys_vexillaris,Lesser Sand Rat,Rodentia,Muridae,Africa,Palearctic,DD,
Rhombomys_opimus,Great Gerbil,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Sekeetamys_calurus,Bushy-tailed Jird,Rodentia,Muridae,Africa|Asia,Palearctic|Afrotropic,LC,
Taterillus_arenarius,Robbins's Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_congicus,Congo Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_emini,Emin's Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_gracilis,Gracile Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_lacustris,Lake Chad Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_petteri,Petter's Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_pygargus,Senegal Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Taterillus_tranieri,Tranier's Tateril,Rodentia,Muridae,Africa,Afrotropic,LC,
Desmodillus_auricularis,Cape Short-tailed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_afer,Cape Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbilliscus afra),
Gerbilliscus_boehmi,Boehm's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_brantsii,Highveld Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_gambianus,Sahelo-Sudanian Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbilliscus gambiana),
Gerbilliscus_giffardi,Giffard's Gerbil,Rodentia,Muridae,Africa,Afrotropic,NE,
Gerbilliscus_guineae,Guinean Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_inclusus,Gorongosa Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_kempii,Kemp's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbilliscus kempi),
Gerbilliscus_leucogaster,Bushveld Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_nigricaudus,Black-tailed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_paeba,Paeba Hairy-footed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbillurus paeba),
Gerbilliscus_phillipsi,Phillips's Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_robustus,Fringe-tailed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_setzeri,Setzer's Hairy-footed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbillurus setzeri),
Gerbilliscus_tytonis,Dune Hairy-footed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbillurus tytonis),
Gerbilliscus_validus,Southern Savanna Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC,
Gerbilliscus_vallinus,Brush-tailed Hairy-footed Gerbil,Rodentia,Muridae,Africa,Afrotropic,LC (as Gerbillurus vallinus),
Gerbilliscus_vicinus,East African Gerbil,Rodentia,Muridae,Africa,Afrotropic,NE,
Tatera_indica,Indian Gerbil,Rodentia,Muridae,Asia,Palearctic|Indomalaya,LC,
Leimacomys_buettneri,Büttner's African Forest Mouse,Rodentia,Muridae,Africa,Afrotropic,DD,
Lophiomys_imhausii,Maned Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Apodemus_agrarius,Striped Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic|Indomalaya,LC,
Apodemus_alpicola,Alpine Field Mouse,Rodentia,Muridae,Europe,Palearctic,LC,
Apodemus_argenteus,Small Japanese Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_chevrieri,Chevrier's Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_draco,South China Field Mouse,Rodentia,Muridae,Asia,Palearctic|Indomalaya,LC,
Apodemus_epimelas,Western Broad-toothed Field Mouse,Rodentia,Muridae,Europe,Palearctic,LC,
Apodemus_flavicollis,Yellow-necked Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Apodemus_gurkha,Nepalese Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_hyrcanicus,Hyrcanian Field Mouse,Rodentia,Muridae,Asia,Palearctic,NT,
Apodemus_ilex,Yunnan Field Mouse,Rodentia,Muridae,Asia,Palearctic,NE,
Apodemus_latronum,Large-eared Field Mouse,Rodentia,Muridae,Asia,Palearctic|Indomalaya,LC,
Apodemus_mystacinus,Eastern Broad-toothed Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Apodemus_nigrus,Black Field Mouse,Rodentia,Muridae,Asia,Palearctic,NE,
Apodemus_pallipes,Himalayan Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_peninsulae,Korean Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_ponticus,Caucasus Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Apodemus_rusiges,Kashmir Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_semotus,Taiwan Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_speciosus,Large Japanese Field Mouse,Rodentia,Muridae,Asia,Palearctic,LC,
Apodemus_sylvaticus,Long-tailed Field Mouse,Rodentia,Muridae,Africa|Europe,Palearctic,LC,
Apodemus_uralensis,Herb Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Apodemus_witherbyi,Steppe Field Mouse,Rodentia,Muridae,Asia|Europe,Palearctic,LC,
Tokudaia_muenninki,Okinawa Island Spiny Rat,Rodentia,Muridae,Asia,Palearctic,CR,
Tokudaia_osimensis,Amami Spiny Rat,Rodentia,Muridae,Asia,Palearctic,EN,
Tokudaia_tokunoshimensis,Tokunoshima Spiny Rat,Rodentia,Muridae,Asia,Palearctic,EN,
Aethomys_bocagei,Bocage's Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_chrysophilus,Red Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_hindei,Hinde's Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_ineptus,Tete Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_kaiseri,Kaiser's Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_nyikae,Nyika Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Aethomys_silindensis,Selinda Rock Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Aethomys_stannarius,West African Rock Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Aethomys_thomasi,Thomas's Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Arvicanthis_abyssinicus,Abyssinian Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Arvicanthis_ansorgei,Sudanian Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Arvicanthis_blicki,Blick's Grass Rat,Rodentia,Muridae,Africa,Afrotropic,NT,
Arvicanthis_nairobae,Nairobi Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Arvicanthis_neumanni,Neumann's Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Arvicanthis_niloticus,African Grass Rat,Rodentia,Muridae,Africa|Asia,Afrotropic,LC,
Arvicanthis_rufinus,Guinean Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Dasymys_alleni,Glover Allen's Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_cabrali,Crawford-Cabral's Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_capensis,Cape Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_foxi,Fox's Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Dasymys_griseifrons,Grayish-brown Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_incomtus,African Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Dasymys_longipilosus,Mount Cameroon Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_medius,Middle Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_montanus,Rwenzori Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,EN,
Dasymys_nudipes,Angolan Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Dasymys_robertsii,Roberts's Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_rufulus,West African Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Dasymys_rwandae,Rwandan Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dasymys_sua,Tanzanian Shaggy Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Dephomys_defua,Common Defua Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Dephomys_eburneae,Ivory Coast Defua Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Desmomys_harringtoni,Harrington's Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Desmomys_yaldeni,Yalden's Rat,Rodentia,Muridae,Africa,Afrotropic,VU,
Golunda_ellioti,Indian Bush Rat,Rodentia,Muridae,Asia,Palearctic|Indomalaya,LC,
Grammomys_cometes,Mozambique Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Grammomys_dolichurus,South African Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Grammomys_dryas,Albertine Rift Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Grammomys_ibeanus,East African Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Grammomys_macmillani,Macmillan's Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Grammomys_polionops,Ethiopian Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Grammomys_surdaster,Woodland Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Hybomys_basilii,Father Basilio's Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,EN,
Hybomys_lunaris,Moon Mountains Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,VU,
Hybomys_rufocanus,Cameroon Highland Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,NE,
Hybomys_univittatus,Peters's Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lamottemys_okuensis,Mount Oku Rat,Rodentia,Muridae,Africa,Afrotropic,EN,
Lemniscomys_barbarus,Barbary Striped Grass Mouse,Rodentia,Muridae,Africa,Palearctic,LC,
Lemniscomys_griselda,Griselda Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_hoogstraali,Hoogstraal's Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,DD,
Lemniscomys_linulus,Senegal Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_macculus,Buffoon Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_mittendorfi,Mittendorf's Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_rosalia,Single-striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_roseveari,Rosevear's Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,DD,
Lemniscomys_striatus,Typical Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Lemniscomys_zebra,Heuglin's Striped Grass Mouse,Rodentia,Muridae,Africa,Afrotropic,LC,
Micaelamys_granti,Grant's Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Micaelamys_namaquensis,Namaqua Rock Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Mylomys_dybowskii,Dybowski's Three-toed Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Mylomys_rex,Ethiopian Three-toed Grass Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Oenomys_hypoxanthus,Common Rufous-nosed Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Oenomys_ornatus,West African Rufous-nosed Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Pelomys_campanae,Angolan Groove-toothed Swamp Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Pelomys_fallax,East African Groove-toothed Swamp Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Pelomys_hopkinsi,Hopkins's Groove-toothed Swamp Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Pelomys_isseli,Lake Victoria Groove-toothed Swamp Rat,Rodentia,Muridae,Africa,Afrotropic,NT,
Pelomys_minor,Least Groove-toothed Swamp Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Rhabdomys_bechuanae,West-central Four-striped Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Rhabdomys_chakae,KwaZulu Natal Four-striped Grass Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Rhabdomys_dilectus,Mesic Four-striped Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Rhabdomys_intermedius,Karoo Four-striped Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Rhabdomys_pumilio,Xeric Four-striped Grass Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Stochomys_longicaudatus,Target Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Thallomys_loringi,Loring's Thallomys,Rodentia,Muridae,Africa,Afrotropic,LC,
Thallomys_nigricauda,Black-tailed Thallomys,Rodentia,Muridae,Africa,Afrotropic,LC,
Thallomys_paedulcus,Sundevall's Thallomys,Rodentia,Muridae,Africa,Afrotropic,LC,
Thallomys_shortridgei,Shortridge's Thallomys,Rodentia,Muridae,Africa,Afrotropic,DD,
Thamnomys_kempi,Kemp's Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,VU,
Thamnomys_kuru,Eastern Rainforest Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC (as Grammomys kuru),
Thamnomys_major,Hatt's Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Thamnomys_poensis,Western Rainforest Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,NE,
Thamnomys_schoutedeni,Schouteden's Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,DD,
Thamnomys_venustus,Thomas's Thicket Rat,Rodentia,Muridae,Africa,Afrotropic,LC,
Typomys_planifrons,Liberian Forest Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,LC (as Hybomys planifrons),
Typomys_trivirgatus,West African Striped Mouse,Rodentia,Muridae,Africa,Afrotropic,LC (as Hybomys trivirgatus),
Abeomelomys_sevia,Papuan Highland Brush Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Anisomys_imitator,Uneven-toothed Rat,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Apomys_abrae,Luzon Cordillera Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_aurorae,Aurora Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_banahao,Banahaw Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_brownorum,Browns' Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Apomys_camiguinensis,Camiguin Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,VU,
Apomys_crinitus,Fringe-eared Mindoro Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,NE,
Apomys_datae,Northern Luzon Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_gracilirostris,Large Mindoro Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_hylocoetes,Mindanao Mossy Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC (as Apomys hylocetes),
Apomys_insignis,Mindanao Montane Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_iridensis,Mount Irid Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_littoralis,Mindanao Lowland Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Apomys_lubangensis,Lubang Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_magnus,Large Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_microdon,Small Luzon Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_minganensis,Mount Mingan Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_minor,Small Mindoro Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,NE,
Apomys_musculus,Least Philippine Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_sacobianus,Long-nosed Luzon Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_sierrae,Sierra Madre Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Apomys_veluzi,Veluz's Mindoro Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,NE,
Apomys_zambalensis,Zambales Forest Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Archboldomys_luzonensis,Isarog Shrew Mouse,Rodentia,Muridae,Asia,Indomalaya,VU,
Archboldomys_maximus,Large Cordillera Shrew Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Baiyankamys_habbema,Mountain Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,DD,
Baiyankamys_shawmayeri,Shaw Mayer's Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Brassomys_albidens,White-toothed Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,DD,
Chiropodomys_calamianensis,Palawan Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Chiropodomys_gliroides,Indomalayan Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Palearctic|Indomalaya,LC,
Chiropodomys_karlkoopmani,Koopman's Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Indomalaya,VU,
Chiropodomys_major,Greater Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Indomalaya,LC,
Chiropodomys_muroides,Gray-bellied Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Chiropodomys_pusillus,Lesser Pencil-tailed Tree Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Chiruromys_forbesi,Forbes's Tree Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Chiruromys_lamia,Broad-headed Tree Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Chiruromys_vates,Lesser Tree Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Chrotomys_gonzalesi,Isarog Striped Shrew Rat,Rodentia,Muridae,Asia,Indomalaya,NT,
Chrotomys_mindorensis,Lowland Striped Shrew Rat,Rodentia,Muridae,Asia,Indomalaya,LC,
Chrotomys_sibuyanensis,Sibuyan Striped Shrew Rat,Rodentia,Muridae,Asia,Indomalaya,DD,
Chrotomys_silaceus,Blazed Luzon Striped Shrew Rat,Rodentia,Muridae,Asia,Indomalaya,LC,
Chrotomys_whiteheadi,Montane Striped Shrew Rat,Rodentia,Muridae,Asia,Indomalaya,LC,
Coccymys_kirrhos,Tawny Brush Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,DD,
Coccymys_ruemmleri,Rümmler's Brush Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Coccymys_shawmayeri,Central Cordillera Brush Mouse,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Conilurus_albipes,White-footed Rabbit Rat,Rodentia,Muridae,Oceania (Continent),Australasia,EX,
Conilurus_capricornensis,Capricorn Rabbit Rat,Rodentia,Muridae,Oceania (Continent),Australasia,EX,
Conilurus_penicillatus,Brush-tailed Rabbit Rat,Rodentia,Muridae,Oceania (Continent),Australasia,VU,
Coryphomys_buehleri,Buehler's Giant Rat,Rodentia,Muridae,Asia,Australasia,EX,
Coryphomys_musseri,Musser's Giant Rat,Rodentia,Muridae,Asia,Australasia,NE,
Crossomys_moncktoni,Earless New Guinea Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Haeromys_margarettae,Margaret's Ranee Mouse,Rodentia,Muridae,Asia,Indomalaya,DD,
Haeromys_minahassae,Lowland Sulawesi Ranee Mouse,Rodentia,Muridae,Asia,Australasia,NT,
Haeromys_pusillus,Sundaic Ranee Mouse,Rodentia,Muridae,Asia,Indomalaya,VU,
Hydromys_chrysogaster,Common Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,LC,
Hydromys_hussoni,Husson's Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,DD,
Hydromys_neobrittanicus,New Britain Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,DD (as Hydromys neobritannicus),
Hydromys_ziegleri,Ziegler's Water Rat,Rodentia,Muridae,Oceania (Continent),Australasia,DD,
